"","Country Name","Country Code","Continent","year","Pop","Pop.fe","Pop.ma","birthrate","deathrate","lifeexp","lifeexp.fe","lifeexp.ma","ed.spend","ed.years","labour","lit.rate.per","co2","gdp","unemp","unemp.fe","unemp.ma","health.exp","medbeds","surg.pro","nurse.midwi"
"225","St. Lucia","LCA","North America",1999,154995,78962,76033,19.787,6.686,73.144,74.567,71.793,6.09171,10,66158,NA,319.029,824732888.888889,18.0900001525879,20.3400001525879,16,NA,NA,NA,2.1355
"226","St. Martin (French part)","MAF","North America",1999,28116,NA,NA,17.6,3.2,76.7707317073171,80.1,73.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","St. Vincent and the Grenadines","VCT","North America",1999,107758,53520,54238,20.525,7.204,70.762,72.662,68.911,5.75268,NA,47509,NA,165.015,390719148.148148,NA,NA,NA,NA,NA,NA,NA
"228","Sub-Saharan Africa","SSF","Aggregated Nations",1999,648148316,325820448,322327868,41.8045077151709,15.2080212014143,50.2447707442066,51.9300765333212,48.6414720636939,3.32304,7,251302989,58.02351,523849.718877,373501288438.273,NA,NA,NA,NA,NA,NA,NA
"229","Sub-Saharan Africa (excluding high income)","SSA","Aggregated Nations",1999,648067906,325780145,322287761,41.807436479962,15.2090396239881,50.2419885120016,51.9268266215579,48.6391376645296,3.32304,7,251302989,58.01841,523339.209762391,372873938717.233,NA,NA,NA,NA,NA,NA,NA
"230","Sub-Saharan Africa (IDA & IBRD countries)","TSS","Aggregated Nations",1999,648148316,325820448,322327868,41.8045077151709,15.2080212014143,50.2447707442066,51.9300765333212,48.6414720636938,3.32304,7,251302989,58.02351,523849.718877001,373501288438.273,NA,NA,NA,NA,NA,NA,NA
"231","Sudan","SDN","Africa",1999,26626520,13274743,13351777,39.847,10.477,58.096,59.998,56.276,NA,NA,7657461,NA,5093.463,10682045258.3647,NA,NA,NA,NA,NA,NA,NA
"232","Suriname","SUR","South America",1999,465385,230091,235294,24.073,7.418,67.781,71.285,64.608,NA,6,155672,NA,2126.86,886290697.674419,13.6000003814697,20.3799991607666,9.89000034332275,NA,NA,NA,NA
"233","Sweden","SWE","Europe",1999,8857874,4478662,4379212,10,10.7,79.4414634146342,81.9,77.1,6.92185,9,4544548,NA,51106.979,272292917312.161,7.60699987411499,6.85419988632202,8.28129959106445,NA,3.7000000477,NA,10.3663
"234","Switzerland","CHE","Europe",1999,7143991,3654041,3489950,11,8.7,79.580487804878,82.5,76.8,4.89023,11,3999626,NA,40692.699,289912794567.967,3.14540004730225,3.56879997253418,2.80830001831055,NA,NA,NA,NA
"235","Syrian Arab Republic","SYR","Asia",1999,16013985,7920653,8093332,31.693,3.77,72.882,74.989,70.859,NA,6,4697426,NA,52372.094,15873875968.9922,7.59999990463257,15.1999998092651,6,NA,1.3999999762,NA,1.9053
"236","Tajikistan","TJK","Asia",1999,6119661,3056483,3063178,31.326,9.005,61.161,63.1,59.327,2.07652,9,1474372,NA,2519.229,1086605267.40992,3,NA,NA,NA,6.8000001907,NA,4.3613
"237","Tanzania","TZA","Africa",1999,32682239,16427121,16255118,41.663,14.211,50.248,52.192,48.353,NA,7,15711780,NA,2537.564,12711213451.034,NA,NA,NA,NA,NA,NA,NA
"238","Thailand","THA","Africa",1999,62298571,31488908,30809663,14.965,6.788,70.463,74.4,66.738,4.83267,9,34153080,NA,176126.01,126668932159.508,2.96813559532166,2.93805766105652,2.98534512519836,NA,2.2000000477,NA,1.0916
"239","Timor-Leste","TLS","Asia",1999,873136,432114,441022,39.803,10.885,58.037,59.552,56.577,NA,NA,355792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Togo","TGO","Oceania",1999,4780448,2421382,2359066,39.791,12.754,53.547,54.332,52.737,4.18572,10,2170227,NA,1536.473,1576094566.48548,NA,NA,NA,NA,NA,NA,NA
"241","Tonga","TON","Oceania",1999,97482,47833,49649,28.299,6.839,69.601,70.356,68.778,5.46092,6,35359,NA,110.01,196686674.669868,NA,NA,NA,NA,NA,NA,NA
"242","Trinidad and Tobago","TTO","South America",1999,1263933,634550,629383,14.793,7.588,69.199,71.371,67.086,2.75612,6,568710,NA,22544.716,6808982520.75759,13.1199998855591,16.7600002288818,10.8599996566772,NA,NA,NA,2.8871
"243","Tunisia","TUN","Africa",1999,9613588,4767441,4846147,17.759,5.493,72.904,75.57,70.568,6.27099,NA,3177959,NA,18331.333,22943685719.103,15.210000038147,16.5599994659424,14.75,NA,NA,NA,NA
"244","Turkey","TUR","Asia",1999,62287397,31607155,30680242,22.105,6.613,69.417,73.284,65.731,2.88664,8,22203014,NA,196771.22,255884300638.529,7.68699979782104,7.58699989318848,7.72800016403198,NA,2.5999999046,NA,1.7908
"245","Turkmenistan","TKM","Asia",1999,4466135,2267634,2198501,24.137,7.836,63.413,67.558,59.399,NA,9,1753449,NA,37678.425,2450564467.58315,NA,NA,NA,NA,NA,NA,NA
"246","Turks and Caicos Islands","TCA","North America",1999,19065,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,66.006,NA,NA,NA,NA,NA,NA,NA,NA
"247","Tuvalu","TUV","Oceania",1999,9346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.334,13687141.1058778,NA,NA,NA,NA,NA,NA,NA
"248","Uganda","UGA","Africa",1999,22952410,11650081,11302329,48.837,17.199,45.373,48.63,42.375,NA,NA,8122393,NA,1312.786,5998563257.94659,NA,NA,NA,NA,NA,NA,NA
"249","Ukraine","UKR","Asia",1999,49673350,26538817,23134533,7.8,14.9,67.9809756097561,73.61,62.62,3.61808,10,22984417,NA,332549.229,31580639045.454,11.8642997741699,NA,NA,NA,8.9499998093,NA,NA
"250","United Arab Emirates","ARE","Asia",1999,2966034,971241,1994793,17.043,1.924,74.106,75.496,73.291,NA,6,1649882,NA,78374.791,84445473110.9598,NA,NA,NA,NA,NA,NA,3.6409
"251","United Kingdom","GBR","Europe",1999,58682466,30107684,28574782,11.9,10.8,77.390243902439,79.9,75,4.01767,11,29052220,NA,530937.596,1682399288141.08,6.04290008544922,5.15019989013672,6.7797999382019,NA,4.1999998093,NA,NA
"252","United States","USA","North America",1999,279040000,141656845,137383155,14.2,8.6,76.5829268292683,79.4,73.9,NA,12,144779757,NA,5504669.379,9630664202000,4.21880006790161,4.3383002281189,4.11469984054565,NA,3.5999999046,NA,NA
"253","Upper middle income","UMC","Aggregated Nations",1999,2296375670,1139297188,1155119376,16.6723985510314,7.06828926572862,70.3448839788191,73.1155669225311,67.830121771866,4.07595,9,1163907775,89.99101,8012867.48356055,4139935793416.14,5.54769116027535,NA,NA,NA,3.37668144025159,NA,NA
"254","Uruguay","URY","South America",1999,3308012,1706433,1601579,16.566,9.43,74.523,78.257,70.753,NA,9,1541915,NA,6725.278,23983945190.6202,10.4659996032715,13.5626001358032,8.01889991760254,NA,NA,NA,NA
"255","Uzbekistan","UZB","Asia",1999,24311650,12220083,12091567,22.4085271424328,5.36899241425033,66.959,70.195,63.765,NA,11,9379681,NA,123035.184,17078465982.0282,NA,NA,NA,NA,5.3899998665,NA,10.9277
"256","Vanuatu","VUT","Oceania",1999,181265,88499,92766,33.558,6.237,67.134,68.468,66.024,6.16283,NA,72984,74,84.341,267999225.256634,NA,NA,NA,NA,NA,NA,NA
"257","Venezuela, RB","VEN","South America",1999,23739841,11821839,11918002,24.159,5.083,71.93,75.701,68.411,NA,14,9841470,NA,173122.737,97976886247.3172,NA,NA,NA,NA,NA,NA,NA
"258","Vietnam","VNM","Asia",1999,79035871,39897047,39138824,18.075,5.67,72.824,77.526,68.142,NA,5,40814558,90.2783,47693.002,28683659006.7752,2.32999992370605,2.40000009536743,2.25,NA,NA,NA,NA
"259","Virgin Islands (U.S.)","VIR","North America",1999,108599,56157,52442,16.1,5.3,76.4618536585366,78.694,74.336,NA,NA,51850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","West Bank and Gaza","PSE","Asia",1999,2848431,1402482,1445949,41.4,4.6,70.797,72.324,69.31,NA,10,597258,NA,649.059,4271200000,NA,NA,NA,NA,NA,NA,NA
"261","World","WLD","All",1999,6034566869,2995108533,3036816014,21.9107124399099,8.62144696115225,67.2931468647571,69.6311272764161,65.1368892779433,4.163285,9,2715639768,80.55516,24059187,32543593572634.9,6.14273389621228,NA,NA,NA,NA,NA,NA
"262","Yemen, Rep.","YEM","Asia",1999,16921149,8377573,8543576,40.466,9.248,60.204,61.796,58.731,NA,9,4015596,NA,13894.263,7641102523.15082,11.460000038147,8.17000007629395,12.4799995422363,NA,NA,NA,NA
"263","Zambia","ZMB","Africa",1999,10140561,5110896,5029665,45.328,18.313,43.594,45.819,41.53,1.77495,7,4301609,68.00179,1807.831,3404311976.54941,NA,NA,NA,NA,NA,NA,NA
"264","Zimbabwe","ZWE","Africa",1999,11822719,6019335,5803384,31.717,15.913,45.461,47.892,43.283,NA,7,5358654,NA,15834.106,6858013100,6,4.63000011444092,7.28000020980835,NA,NA,NA,NA
